Transaction Name,Funding Type,Funding Stage,Money Raised,Announced Date,Organization Name,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors
Pre Seed Round - After.com,Pre-Seed,Seed,"$1,000,000","Oct 28, 2021",After.com,After.com provides simple & affordable cremation services.,"Funerals, Service Industry",—,"Mesa, Arizona, United States, North America",after.com/,,"$1,000,000",—,2,TEN13,1
Seed Round - A LaRue Company,Seed,Seed,"$30,000","Nov 11, 2021",A LaRue Company,"A LaRue Company is a business that plans to create, develop, and sell medical equipment.",Medical Device,—,"Winston Salem, North Carolina, United States, North America",alaruecompany.com,,"$30,000",Seed,1,Health Wildcatters,1
Pre Seed Round - BeAKid,Pre-Seed,Seed,"$120,000","Nov 8, 2021",BeAKid,BeAKid is a cloud-based classroom management software designed to help community centers.,"Education, Family, Payments, Software",—,"Wayland, Massachusetts, United States, North America",www.beakid.com/,,"$120,000",Seed,1,Techstars,1
Seed Round - Mage,Seed,Seed,"$6,300,000","Oct 19, 2021",Mage,Mage develops an open-source data pipeline tool for transforming and integrating data.,"Data Integration, Developer Tools, Open Source",—,"Santa Clara, California, United States, North America",www.mage.ai,,"$11,787,999",—,3,Gradient Ventures,7
Pre Seed Round - Kibsi,Pre-Seed,Seed,"$4,000,000","Nov 1, 2021",Kibsi,"Kibsi is an end-to-end, fully integrated environment designed for building computer vision applications","Cloud Computing, Computer Vision, Internet of Things, Software",—,"Irvine, California, United States, North America",kibsi.com,,"$9,000,000",Seed,2,NTT Venture Capital,5
Seed Round - Upsurance,Seed,Seed,"$548,353","Oct 13, 2021",Upsurance,Upsurance is a portal for mid-market commercial insurance and increases the speed and efficiency of transacting insurance policies.,"Commercial Insurance, Insurance, InsurTech","Women Founded, Women Led","Dover, Delaware, United States, North America",www.upsurance.com/,,"$718,555",Seed,3,—,—
Pre Seed Round - Aimful,Pre-Seed,Seed,"€300,000","Oct 26, 2021",Aimful,Aimful is a subscription-based meetings schedule platform.,—,—,"Middletown, Delaware, United States, North America",aimful.io,,"€300,000",Seed,1,V-Sharp Venture Studio,3
Pre Seed Round - Centerpiece Software,Pre-Seed,Seed,"$500,000","Nov 2, 2021",Centerpiece Software,Centerpiece Software is a vertical software company dedicated to the foodservice equipment and supply industry.,—,—,"Winston Salem, North Carolina, United States, North America",www.centerpiecehq.com/,,"$600,000",Seed,2,B Capital Group,2
Pre Seed Round - Out Of The Box Education,Pre-Seed,Seed,"$20,000","Oct 31, 2021",Out Of The Box Education,Consumer Edtech startup that brings meaningful learning and playing experiences to children everywhere,"E-Learning, EdTech, Education",—,"Cambridge, Massachusetts, United States, North America",www.ootb.education/,,"$20,000",Seed,4,Techstars,1
Seed Round - BioFeyn,Seed,Seed,"NOK4,000,000","Oct 15, 2021",BioFeyn,BioFeyn is enhancing the efficiency and sustainability of marine ingredients for use in aquaculture.,"Agriculture, Animal Feed, Aquaculture, Biopharma, Biotechnology, Medical, Nanotechnology",—,"Boston, Massachusetts, United States, North America",www.biofeyn.com/,,"$854,917",Seed,5,—,1
Pre Seed Round - Salin 247,Pre-Seed,Seed,"$50,000","Oct 18, 2021",Salin 247,"Salin 247 is developing small-scale, light-weight, electric-powered, autonomous farm equipment used for growing crops.","AgTech, Farming, Machinery Manufacturing",—,"Ames, Iowa, United States, North America",www.salin247inc.com/,,"$50,000",Seed,1,Ag Startup Engine,1
Seed Round - RociFi,Seed,Seed,"$2,700,000","Nov 1, 2021",RociFi,RociFi is a decentralized zero and under-collateralized lending protocol.,"Blockchain, Financial Services, FinTech, Information Technology",—,"Pittsburgh, Pennsylvania, United States, North America",roci.fi/,,"$2,700,000",Seed,2,Arrington XRP Capital,5
Seed Round - Waldo Solutions,Seed,Seed,"$378,080","Oct 21, 2021",Waldo Solutions,Waldo Solutions allows the flow of wood to be controlled and analyzed.,"Information Technology, Logistics, Software",—,"Chassell, Michigan, United States, North America",waldologs.com,,"$378,080",Seed,3,—,—
Pre Seed Round - Symbiose Technologies,Pre-Seed,Seed,"$2,000,000","Nov 1, 2021",Symbiose Technologies,AI-Powered Communications,Artificial Intelligence,—,"Miami, Florida, United States, North America",www.symbioseinc.com/,,"$2,000,000",Seed,1,—,4
Seed Round - Button Finance,Seed,Seed,"$2,000,000","Oct 25, 2021",Button Finance,Button Finance makes financial independence possible through low cost loans to homeowners.,"Finance, Financial Services, FinTech, Lending",—,"New York, New York, United States, North America",www.buttonfinance.com,,"$2,000,000",Seed,2,Hildene,2
Pre Seed Round - AdGlance,Pre-Seed,Seed,"$50,000","Nov 1, 2021",AdGlance,"Ads Inside, Ads in Sight, Ads with Insight","Ad Network, Ad Retargeting, Ad Targeting, Advertising, Advertising Platforms, Local Advertising, Outdoor Advertising","Women Founded, Women Led","Los Angeles, California, United States, North America",www.adglance.com/,,"$50,000",Seed,1,—,—
Seed Round - Appy Health,Seed,Seed,"$100,000","Nov 3, 2021",Appy Health,"Appy Health provides access to a variety of resources, including the Appy Health platform.","Health Care, Medical, Medical Device",—,"Plano, Texas, United States, North America",www.appy.health/app/home,,"$100,000",Seed,1,—,—
Pre Seed Round - Enter The Void,Pre-Seed,Seed,"$120,000","Nov 1, 2021",Enter The Void,The Void is a decentralized network designed to be the foundation for NFT-based applications that powers the global economy.,"Blockchain, Information Technology",—,"Peoria, Arizona, United States, North America",enterthevoid.io/,,"$120,000",Seed,2,—,—
Seed Round - Fluence,Seed,Seed,"$1,600,000","Nov 4, 2021",Fluence,Fluence offers continuing education and certificate programs in psychedelic integration and psychedelic-assisted therapy.,"Continuing Education, E-Learning, Education, Psychology, Training",—,"New York, New York, United States, North America",www.fluencetraining.com/,,"$3,000,000",Seed,2,"JLS Fund, Neo Kuma Ventures, Palo Santo Fund",3
Pre Seed Round - Neomoon,Pre-Seed,Seed,"$15,000","Nov 1, 2021",Neomoon,A digital Bank based on stablecoin so that it is easy to have a dollar account in Latin America,"Banking, Blockchain, FinTech",Hispanic / Latine Founded,"Miami, Florida, United States, North America",neomoon.app,,"$1,985,000",Seed,5,Borderless Capital,1
Pre Seed Round - Otomo,Pre-Seed,Seed,"$1,360,000","Nov 1, 2021",Otomo,Otomo provides self-driving finance as-a-service.,"Financial Services, FinTech, Mobile, Software",—,"Austin, Texas, United States, North America",otomo.ai,,"$1,360,000",Seed,4,—,—
Seed Round - Gigpro,Seed,Seed,"$300,000","Oct 19, 2021",Gigpro,GigPro is a platform that connects people looking for work in the hospitality industry.,"Hospitality, Human Resources, Mobile Apps, Recruiting",—,"Charleston, South Carolina, United States, North America",gigpro.com/careers,,"$5,299,998",—,2,—,—
Seed Round - Continuum Ag,Seed,Seed,"$475,000","Oct 15, 2021",Continuum Ag,Continuum Ag is a consulting and data management company with a focus on soil health.,"Agriculture, AgTech, Farming",—,"Washington, Iowa, United States, North America",continuum.ag/,,"$2,290,377",—,6,—,3
Seed Round - arqu,Seed,Seed,"$3,500,000","Oct 22, 2021",arqu,Arqu is a financial services company that specializes in insurance services.,"Financial Services, Insurance, Life Insurance",—,"San Francisco, California, United States, North America",arqu.co,,"$3,500,000",Seed,1,—,—
Pre Seed Round - Shop Latinx,Pre-Seed,Seed,"$1,000,000","Oct 15, 2021",Shop Latinx,Shop Latinx is the marketplace of lifestyle products made by and for Latinx.,"E-Commerce, Marketplace, Retail","Hispanic / Latine Founded, Hispanic / Latine Led, Women Founded, Women Led","Los Angeles, California, United States, North America",shoplatinx.com/,,"$1,120,000",Seed,3,—,8
Seed Round - Skilltype,Seed,Seed,"$1,100,000","Nov 2, 2021",Skilltype,B2B SaaS for skills management,"Higher Education, Human Resources, SaaS, Skill Assessment, Software, Training, Universities",—,"New Orleans, Louisiana, United States, North America",www.skilltype.com,,"$2,850,000",Seed,3,"Revelry Venture Partners, The Pearl Fund",2
Seed Round - Doorsey,Seed,Seed,"$4,100,000","Nov 4, 2021",Doorsey,Doorsey is an online platform to improve the home buying offer process.,E-Commerce,—,"Spokane, Washington, United States, North America",www.doorsey.com,,"$4,100,000",M&A,2,166 2nd Financial Services,7
Seed Round - Support Tree,Seed,Seed,"$50,000","Nov 3, 2021",Support Tree,Support Tree is a tool that provides information for people with alzheimer's disease.,"Health Care, Medical, Professional Services",—,"Seattle, Washington, United States, North America",www.supporttree.org/,,"$50,000",Seed,1,Maude’s Ventures,1
Seed Round - TrustPoint,Seed,Seed,"$2,000,000","Oct 18, 2021",TrustPoint,"TrustPoint is developing GPS technology with performance and reliability for automation, infrastructure, and augmented reality.",—,—,"Leesburg, Virginia, United States, North America",www.trustpointgps.com,,"$2,200,000",Seed,5,DCVC,1
Pre Seed Round - Heart to Heart,Pre-Seed,Seed,"$750,000","Oct 25, 2021",Heart to Heart,Heart to Heart is an audio-first dating app aiming to bring back some intimacy to the process of finding the right person for next foray.,"Apps, Audio, Dating, Software",—,"Los Angeles, California, United States, North America",www.hearttoheartapp.com/,,"$750,000",Seed,1,Precursor Ventures,7
Seed Round - Layer App,Seed,Seed,"$1,000,000","Oct 18, 2021",Layer App,Layer a flexible database and team collaboration platform for AECO teams working in BIM.,"Architecture, Construction, Facility Management, Project Management, Software",—,"Lincoln, Nebraska, United States, North America",layer.team,,"$2,500,000",Seed,3,Invest Nebraska,3
Pre Seed Round - Benefits,Pre-Seed,Seed,"$200,000","Oct 26, 2021",Benefits,"Benefits is a workspace operator intended to create, share, manage, and pay any kind of reward programme.",—,—,"Walnut, California, United States, North America",bnfts.app,,"$200,000",Seed,2,—,—
Seed Round - Eraser,Seed,Seed,"$4,000,000","Nov 10, 2021",Eraser,Eraser is a collaboration whiteboard tool for engineering and technical teams.,—,—,"San Francisco, California, United States, North America",www.tryeraser.com/,,"$4,000,000",Seed,1,Caffeinated Capital,2
Seed Round - Oral Genome,Seed,Seed,"$30,000","Nov 4, 2021",Oral Genome,Oral Genome is a health and wellness company for dental medication.,"Dental, Health Care, Health Diagnostics, Wellness",Women Led,"Carlsbad, California, United States, North America",www.oralgenome.com,,"$118,050",Seed,3,—,—
Seed Round - Cosecha del Sur Coffee Co.,Seed,Seed,"$1,100,000","Oct 20, 2021",Cosecha del Sur Coffee Co.,Cosecha del Sur Coffee Co. specializes in coffee import and roaster that connects people and cultures.,"Brewing, Food and Beverage, Food Processing",—,"Denver, Colorado, United States, North America",cosechadelsur.com/,,"$1,100,000",Seed,1,—,—
Seed Round - MindTrace,Seed,Seed,"$50,000","Nov 2, 2021",MindTrace,MindTrace is a medical software company that develops personalized 3D brain maps to guide neurosurgeries.,"3D Technology, Health Care, Health Diagnostics, Machine Learning, Software",—,"Pittsburgh, Pennsylvania, United States, North America",mindtrace.com/,,"$50,000",Seed,3,—,2
Seed Round - In-House Focus,Seed,Seed,"$702,000","Nov 9, 2021",In-House Focus,"In-House Focus offers insight, clarity, and direction to help navigate today’s rapidly evolving legal landscape.","Consulting, Legal",—,"Sausalito, California, United States, North America",inhousefocus.com/,,"$883,663",—,2,—,—
Seed Round - Thirteen lune,Seed,Seed,"$3,000,000","Nov 3, 2021",Thirteen lune,Thirteen Lune is an online beauty platform that sells Black and brown-owned brands.,"Beauty, Cosmetics, E-Commerce, Retail",—,"Los Angeles, California, United States, North America",thirteenlune.com/,,"$11,000,000",Seed,2,Fearless Fund,5
Seed Round - Mployer Advisor,Seed,Seed,"$1,600,000","Nov 2, 2021",Mployer Advisor,Mployer Advisor provides employee benefits and commercial insurance consulting services.,"Advice, Commercial Insurance, Employee Benefits, Financial Services, Insurance",—,"Nashville, Tennessee, United States, North America",mployeradvisor.com/,,"$1,600,000",Seed,3,Martin Ventures,1
Seed Round - OSlash - Text Expander and Keyboard Shortcuts,Seed,Seed,"$2,500,000","Oct 27, 2021",OSlash - Text Expander and Keyboard Shortcuts,Voted #1 Text Expander in the world,"Information Technology, Internet, SaaS, Software",—,"Lewes, Delaware, United States, North America",oslash.com/,,"$7,500,000",Seed,2,Accel,17
Seed Round - Creegh Pharmaceuticals,Seed,Seed,"$50,000","Nov 12, 2021",Creegh Pharmaceuticals,Creegh Pharmaceuticals specializes in the pharmaceutical preparation industry.,"Health Care, Medical, Pharmaceutical",—,"Pittsburgh, Pennsylvania, United States, North America",,,"$150,000",Seed,2,—,1
Seed Round - Zanbur,Seed,Seed,"$3,000,000","Oct 15, 2021",Zanbur,Solar Energy Electric Subscription Service,"Clean Energy, Electrical Distribution, Energy, Energy Storage, Renewable Energy, Solar",—,"San Antonio, Texas, United States, North America",zanbur.co,,"$3,150,000",Seed,2,—,—
Pre Seed Round - Group&Work,Pre-Seed,Seed,"$100,000","Oct 20, 2021",Group&Work,"Group&Work is a software company that provides multitasking project management, team management, and productivity solutions.","Internet, Online Portals, Project Management, Software",—,"San Jose, California, United States, North America",groupnwork.com,,"$100,000",Seed,1,EXPERT DOJO,1
Seed Round - Wabbi,Seed,Seed,"$2,000,000","Nov 2, 2021",Wabbi,Wabbi is a platform that provides automated and orchestrated security governance to empower development teams.,"Cyber Security, Developer Platform, Developer Tools, Enterprise Software, SaaS, Software","Women Founded, Women Led","Boston, Massachusetts, United States, North America",www.wabbisoft.com,,"$2,000,000",Seed,2,Mendoza Ventures,7
Pre Seed Round - Azure Printed Homes,Pre-Seed,Seed,"$500,000","Nov 11, 2021",Azure Printed Homes,Azure Printed Homes is a provider of residential remodeling services.,"3D Printing, Building Material, Construction, Residential",—,"Los Angeles, California, United States, North America",azureprintedhomes.com,,"$500,000",Seed,1,—,—
Pre Seed Round - Colorcast,Pre-Seed,Seed,"$1,500,000","Nov 2, 2021",Colorcast,Colorcast is a mobile app that brings live audio commentary to the masses.,"Apps, Mobile, Mobile Apps, Social Media, Software",—,"Austin, Texas, United States, North America",www.colorca.st,,"$5,000,000",Seed,3,—,4
"Pre Seed Round - Third Ray, Inc.",Pre-Seed,Seed,"$50,000","Nov 1, 2021","Third Ray, Inc.","Third Ray Enterprise AI & Data Platform enables businesses to generate real-time actionable insights from documents, media and data sources.","Analytics, Artificial Intelligence, Business Intelligence, Data Integration, Data Visualization, Document Management, Image Recognition, Natural Language Processing, Sales Automation, Speech Recognition",South Asian Founded,"Dallas, Texas, United States, North America",thirdray.ai,,"$50,000",Seed,2,—,—
Seed Round - work.software,Seed,Seed,"$530,000","Nov 12, 2021",work.software,Work.software is a to help businesses create an environment competitively and predictably.,"SaaS, Software",—,"Venetia, Pennsylvania, United States, North America",www.work.software/,,"$530,000",Seed,1,—,—
Seed Round - Hava Health,Seed,Seed,"$50,000","Nov 10, 2021",Hava Health,Solving Nicotine Addiction Through Technology. A connected device that automatically adjusts nicotine intake.,Health Care,—,"Philadelphia, Pennsylvania, United States, North America",www.tryhale.com/,,"$1,750,000",—,4,—,2
Pre Seed Round - The Whisper Company,Pre-Seed,Seed,"$25,000","Oct 22, 2021",The Whisper Company,The Whisper Company develops products and services for privacy and secure communication.,"Information Technology, Security, Telecommunications","Hispanic / Latine Founded, Hispanic / Latine Led","Austin, Texas, United States, North America",www.thewhispercompany.com,,"$25,000",Seed,2,EXPERT DOJO,1
Seed Round - Travel Trade Today Ltd.,Seed,Seed,"$250,000","Nov 5, 2021",Travel Trade Today Ltd.,Travel news from around the world.,"News, Tourism",—,"Newport Beach, California, United States, North America",traveltrade.today,,"$250,000",Seed,1,—,1
Seed Round - Dr. Stoner’s,Seed,Seed,"$420,000","Oct 21, 2021",Dr. Stoner’s,Dr. Stoner’s offers CBD products that uses nano-sonication to enhance potency up to 3x compared to oil based products.,"Cannabis, Food and Beverage, Retail",—,"Charleston, South Carolina, United States, North America",drstonerscbd.com/,,"$420,000",Seed,1,—,—
