Transaction Name,Funding Type,Funding Stage,Money Raised,Announced Date,Organization Name,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors
Pre Seed Round - Vectorly,Pre-Seed,Seed,"$150,000","Apr 15, 2020",Vectorly,AI filters to enhance & upscale video in real-time on users' devices. Acqui-hired by Hopin in December 2021.,"Artificial Intelligence, Computer Vision, Software, Video, Video Editing, Video Streaming",—,"San Francisco, California, United States, North America",www.vectorly.io,,"$875,000",Seed,6,—,2
Seed Round - Carma Project,Seed,Seed,"$999,999","Apr 17, 2020",Carma Project,Carma Project is an outreach solutions to help automotive manufacturers improve and accelerate consumer response to safety recalls.,"Automotive, Electronics, Public Safety",—,"Costa Mesa, California, United States, North America",www.carmaproject.com/,,"$4,149,997",—,2,—,—
Seed Round - Prisma Campaigns,Seed,Seed,"$200,000","May 5, 2020",Prisma Campaigns,Prisma Campaigns provides marketing automation for banks and credit unions.,"Banking, Digital Marketing, Financial Services, Information Technology, Software",—,"Boston, Massachusetts, United States, North America",www.prismacampaigns.com,,"$2,010,000",Seed,5,—,—
Pre Seed Round - Whatnot,Pre-Seed,Seed,"$150,000","Mar 16, 2020",Whatnot,"Whatnot is a live stream platform and marketplace that enables collectors and enthusiasts to connect, buy, and sell verified products.","Collectibles, E-Commerce, Information Technology, Internet, Marketplace, Trading Platform",—,"Marina Del Rey, California, United States, North America",www.whatnot.com,,"$484,700,000",Late Stage Venture,7,—,1
Pre Seed Round - SINAI Technologies,Pre-Seed,Seed,"$150,000","Mar 16, 2020",SINAI Technologies,"SINAI Technologies builds enterprise decarbonization software to monitor, analyze, and reduce carbon emissions.","Enterprise Resource Planning (ERP), Enterprise Software, Information Technology, Sustainability","Hispanic / Latine Founded, Hispanic / Latine Led, Women Founded, Women Led","San Francisco, California, United States, North America",www.sinaitechnologies.com,,"$35,950,000",Early Stage Venture,4,Y Combinator,1
Seed Round - Auralab,Seed,Seed,"$120,000","Mar 24, 2020",Auralab,Auralab is focused on developing innovative technologies to promote deep slow breathing.,"iOS, Mobile Apps, Music Streaming, Wellness",Black / African American Founded,"Ypsilanti, Michigan, United States, North America",www.breathscape.com,,"$120,000",Seed,1,—,2
Pre Seed Round - Eva,Pre-Seed,Seed,"$250,000","May 1, 2020",Eva,Eva is a real time decision making platform for eCommerce Sellers for Price and Product,"Artificial Intelligence, E-Commerce, Machine Learning, SaaS, Software",—,"Palo Alto, California, United States, North America",eva.guru,,"$250,000",Seed,1,—,—
Seed Round - CredibleMind,Seed,Seed,"$575,000","May 1, 2020",CredibleMind,"CredibleMind helps people optimize their mental health, emotional well-being and spiritual growth.","Artificial Intelligence, Fitness, Health Care, Machine Learning, Personal Health, Wellness",—,"Sausalito, California, United States, North America",crediblemind.com/,,"$700,000",Seed,3,—,—
Pre Seed Round - Global Belly,Pre-Seed,Seed,"$150,000","Mar 16, 2020",Global Belly,Global Belly the first influencer and content driven marketplace where consumers can shop for their favorite food products.,"Consumer, E-Commerce, Food and Beverage, Marketplace, Social Shopping","Women Founded, Women Led","San Francisco, California, United States, North America",globalbelly.com/,,"$1,050,000",Seed,4,Y Combinator,1
Seed Round - Cron,Seed,Seed,"$3,350,000","Apr 1, 2020",Cron,Next-generation calendar for professionals and teams,"Apps, Productivity Tools, Scheduling, Software",—,"San Francisco, California, United States, North America",cron.com,,"$3,500,000",M&A,2,Initialized Capital,5
Seed Round - Lolli,Seed,Seed,"$3,000,000","May 11, 2020",Lolli,Lolli is a rewards app that allows users to earn bitcoin when shopping online.,"Apps, Bitcoin, Consumer, Cryptocurrency, E-Commerce",—,"Durham, North Carolina, United States, North America",www.lolli.com,,"$20,250,000",Early Stage Venture,6,Pathfinder,14
Pre Seed Round - FLX Solutions,Pre-Seed,Seed,"$485,000","Mar 31, 2020",FLX Solutions,FLX Solutions develops cutting-edge robotics to reduce casualties while inspecting and repairing work.,"3D Printing, 3D Technology, Aerospace, Building Maintenance, Robotics",—,"Bethlehem, Pennsylvania, United States, North America",www.flxsolutions.com/,,"$485,000",Seed,2,—,—
Pre Seed Round - Beanstalk,Pre-Seed,Seed,"$150,000","Apr 15, 2020",Beanstalk,"Beanstalk is offering live interactive kids classes from home, designed for each specific age group.","E-Learning, EdTech, Education",—,"Denver, Colorado, United States, North America",beanstalk.co/,,"$725,000",Seed,4,Dunce Capital,1
Seed Round - 1build,Seed,Seed,"$150,000","Mar 16, 2020",1build,1build utilizes machine intelligence to convert building blueprints into material shopping lists and cost estimates.,"Artificial Intelligence, Construction, Machine Learning, Software",—,"Mountain View, California, United States, North America",www.1build.com/,,"$14,650,000",Early Stage Venture,4,Y Combinator,2
Pre Seed Round - Alloy Enterprises,Pre-Seed,Seed,"$400,000","Apr 21, 2020",Alloy Enterprises,Alloy Enterprises operates as industry disruptors looking to tackle inefficiencies in conventional manufacturing.,"Industrial, Industrial Engineering, Manufacturing","Women Founded, Women Led","Somerville, Massachusetts, United States, North America",www.alloyenterprises.co,,"$35,045,999",Early Stage Venture,7,—,2
Seed Round - NextStep,Seed,Seed,"$3,600,000","Apr 9, 2020",NextStep,NextStep is an information technology company that provides training and job placement for workers via mobile application platform.,"Education, Human Resources, Staffing Agency, Training",Women Founded,"Seattle, Washington, United States, North America",www.nextstep.com,,"$15,550,000",Early Stage Venture,5,SpringRock Ventures,3
Seed Round - Novelty Media,Seed,Seed,"$365,611","Mar 18, 2020",Novelty Media,"Publisher Network, SaaS for Publishers","Advertising, Advertising Platforms, Content, Digital Media, Internet, Media and Entertainment, Publishing, SaaS, Software",—,"La Jolla, California, United States, North America",www.novelty.media,,"$365,611",Seed,1,—,—
Seed Round - TARGETABLE,Seed,Seed,"$150,000","Mar 15, 2020",TARGETABLE,"A virtual ad agency for your restaurant.  Let your restaurant focus on the food, we'll manage your advertising.","Advertising, Content, CRM, Digital Marketing, Email Marketing, Marketing, Marketing Automation, Retail Technology, Social Media, Social Media Advertising",—,"San Diego, California, United States, North America",www.targetable.com,,"$3,800,000",Early Stage Venture,3,—,2
Seed Round - Raised Real,Seed,Seed,"$349,999","Apr 6, 2020",Raised Real,"Raised Real delivers organically sourced, ready-to-make, baby and toddler meals that allow parents to feed their kids in minutes.","Baby, Consumer Goods, Food Delivery","Hispanic / Latine Founded, Hispanic / Latine Led, Women Founded","San Francisco, California, United States, North America",raisedreal.com,,"$7,348,999",M&A,3,—,—
Seed Round - Virgil Insurance,Seed,Seed,"$150,000","Mar 16, 2020",Virgil Insurance,Virgil Insurance is an insurance firm that offers various kinds of plans and experiences for seniors to shop for health insurance online.,"FinTech, Health Care, Health Insurance, Insurance",—,"Oakland, California, United States, North America",www.virgilinsurance.com/,,"$150,000",Seed,1,—,1
Seed Round - MaiVERIC,Seed,Seed,"$150,000","May 1, 2020",MaiVERIC,"At MaiVERIC, we enhance the capabilities of public safety agencies to further protect the communities they serve.","Analytics, Artificial Intelligence, Big Data, Law Enforcement, Public Safety, Software",—,"San Francisco, California, United States, North America",maiveric.com,,"$450,000",Seed,2,—,—
Pre Seed Round - Paydownhero,Pre-Seed,Seed,"$302,000","Mar 30, 2020",Paydownhero,"Use the spare change from your daily transactions to pay off your car loan, and get out of auto debt faster.","Apps, Finance, Financial Services, FinTech",—,"Boston, Massachusetts, United States, North America",www.paydownhero.com/,,"$661,318",Seed,2,—,—
Pre Seed Round - Nubocha,Pre-Seed,Seed,"$500,000","Apr 27, 2020",Nubocha,Nubocha offers gelato crafted with whole food and sustainably-sourced ingredients.,"Food and Beverage, Retail","Women Founded, Women Led","Dallas, Texas, United States, North America",www.nubocha.com,,"$600,000",Seed,2,—,—
Seed Round - Manetu,Seed,Seed,"$3,500,000","Apr 30, 2020",Manetu,Manetu is a data security platform that allows sensitive data to be protected while still being used for legitimate purposes.,"Consumer, Identity Management, Information Services",—,"Ridgewood, New Jersey, United States, North America",www.manetu.com/,,"$5,872,225",Seed,4,Castle Island Ventures,1
Seed Round - Pumpspotting,Seed,Seed,"$582,500","Apr 10, 2020",Pumpspotting,Pumpspotting is a non-judgmental community and breastfeeding app helping parents feed both family and career.,"Child Care, Communities, Mobile Apps","Women Founded, Women Led","Kittery, Maine, United States, North America",www.pumpspotting.com/,,"$4,057,500",Seed,7,Moodoos Investments,4
Seed Round - Cast21,Seed,Seed,"$550,000","Mar 24, 2020",Cast21,Cast21 is a developer of medical orthopedic products to create a waterproof and breathable cast for fracture and joint care.,"Health Care, Medical Device, Pharmaceutical","East Asian Founded, East Asian Led, Women Founded, Women Led","Memphis, Tennessee, United States, North America",cast21.com/,,"$2,375,000",Seed,7,—,1
Pre Seed Round - Yaza,Pre-Seed,Seed,"$130,000","Mar 20, 2020",Yaza,A platform for sourcing certified reality™ videos of specific locations via the yaza ios app to show what's really happening somewhere.,"Internet, Mapping Services, Mobile, News, Social Media, Software, Video",—,"San Francisco, California, United States, North America",www.yaza.io,,"$700,000",Seed,3,Mark Britto,6
Seed Round - Daloopa,Seed,Seed,"$3,400,000","Apr 7, 2020",Daloopa,Daloopa provides document automation and data extraction using AI.,"Artificial Intelligence, Big Data, Software",—,"New York, New York, United States, North America",www.daloopa.com,,"$23,400,000",Early Stage Venture,2,Nexus Venture Partners,1
Pre Seed Round - Leadhr,Pre-Seed,Seed,"$50,000","Apr 29, 2020",Leadhr,"Leadhr ('leader') is a software platform that helps companies measure culture to leadership, communication, and motivation on teams.","Natural Language Processing, Psychology, Software",—,"Birmingham, Alabama, United States, North America",leadhr.co,,"$100,000",Seed,2,—,1
Pre Seed Round - Intus Care,Pre-Seed,Seed,"$500,000","Apr 23, 2020",Intus Care,Intus Care develops healthcare analytics platform to improve care and reduce hospitalizations for patients.,"Analytics, Elder Care, Health Care",—,"Providence, Rhode Island, United States, North America",intuscare.com,,"$32,534,630",—,9,Equal Opportunity Ventures,1
Seed Round - AEFIS,Seed,Seed,"$750,000","Apr 1, 2020",AEFIS,AEFIS is the complete solution for the assessment of learning and continuous improvement on your campus.,"EdTech, Education, Internet, Software",—,"Philadelphia, Pennsylvania, United States, North America",www.aefis.com/,,"$750,000",M&A,1,Ray Henderson,1
Seed Round - Ethena,Seed,Seed,"$2,000,000","Apr 5, 2020",Ethena,Ethena is a software-as-a-service that sells anti-harassment training software.,"Compliance, E-Learning, Human Resources, SaaS","Women Founded, Women Led","New York, New York, United States, North America",www.goethena.com/,,"$50,350,000",Early Stage Venture,5,GSV Ventures,5
Pre Seed Round - Tambua Health,Pre-Seed,Seed,"$150,000","Mar 17, 2020",Tambua Health,Tambua Health uses lung sound analysis to transform the diagnosis and treatment of respiratory diseases.,"Health Care, Health Diagnostics, Wellness",Black / African American Founded,"San Francisco, California, United States, North America",www.tambuahealth.com,,"$250,000",Seed,3,Y Combinator,1
Seed Round - Apella Technology,Seed,Seed,"$3,000,000","Apr 1, 2020",Apella Technology,Apella Technology is an AI startup that brings modern engineering to improve surgery.,"Artificial Intelligence, Health Care, Machine Learning, Medical, Sensor, Software, Wellness",—,"San Francisco, California, United States, North America",apella.io/,,"$24,000,000",Early Stage Venture,2,—,1
Pre Seed Round - Laserfocus,Pre-Seed,Seed,"$45,000","Apr 9, 2020",Laserfocus,Laserfocus helps streamline sales processes to help increase sales productivity.,"B2B, CRM, SaaS, Sales, Sales Automation, Software",—,"San Francisco, California, United States, North America",www.laserfocus.io/,,"$555,000",Seed,4,—,—
Pre Seed Round - BlockQuake,Pre-Seed,Seed,"$115,000","Mar 31, 2020",BlockQuake,"BlockQuake is a regulatory-driven, centralized digital asset / cryptocurrency trading platform - developed by traders, for traders.","Financial Services, FinTech",—,"New York, New York, United States, North America",blockquake.com,,"$2,253,900",Seed,10,—,—
Seed Round - Myosana Therapeutics,Seed,Seed,"$1,000,000","Apr 23, 2020",Myosana Therapeutics,Myosana Therapeutics is a new biotech company developing novel platform technology for non-viral gene delivery.,"Biotechnology, Therapeutics",—,"Seattle, Washington, United States, North America",www.myosanatherapeutics.com/,,"$6,350,480",Seed,3,CureDuchenne Ventures,1
Seed Round - KintoHub,Seed,Seed,"$1,775,000","Apr 1, 2020",KintoHub,"Build Apps In Clicks, Not Weeks.","Computer, Internet, Software",—,"San Francisco, California, United States, North America",www.KintoHub.com,,"$1,775,000",Seed,2,—,—
Seed Round - ELANATION,Seed,Seed,"$120,000","Apr 9, 2020",ELANATION,The largest e-learning sports app for youth.,"Children, Content, Fitness, Internet of Things, Lifestyle, SaaS, Social Media, Sports","Women Founded, Women Led","San Francisco, California, United States, North America",www.elanation.com/,,"$1,370,000",Seed,4,Techstars,1
Seed Round - BasicBlock,Seed,Seed,"$1,500,000","May 8, 2020",BasicBlock,BasicBlock is a mobile application for truck drivers to scan and upload documents for quick and easy payment.,"Blockchain, Mobile Payments, Supply Chain Management, Transportation",—,"Lincoln, Nebraska, United States, North America",basicblock.io,,"$3,945,000",Private Equity,8,Emergent Ventures,5
Seed Round - Sol Renewables,Seed,Seed,"$600,000","May 1, 2020",Sol Renewables,Sol Renewables is a renewable energy company that specializes in solar energy resources and services.,"Energy, Renewable Energy, Solar",—,"Harrisonburg, Virginia, United States, North America",solrenewables.com,,"$1,275,272",Seed,2,—,—
Pre Seed Round - Crowdmouth,Pre-Seed,Seed,"$1,025,000","May 1, 2020",Crowdmouth,Crowdmouth is a direct-to-fan growth platform & marketplace for content creators globally.,"E-Commerce, Marketing, Marketplace",—,"Austin, Texas, United States, North America",www.crowdmouth.com,,"$1,025,000",Seed,1,—,1
Seed Round - Vaporox,Seed,Seed,"$776,991","Apr 1, 2020",Vaporox,Vaporox is a medical device startup that uses the technology to treat diabetic foot ulcers and skin wounds.,"Health Care, Medical, Medical Device",—,"Littleton, Colorado, United States, North America",www.vaporox.com/,,"$9,675,251",Early Stage Venture,5,—,1
Seed Round - Thunderpod,Seed,Seed,"$150,000","Mar 16, 2020",Thunderpod,Community Engagement Platform,"Communities, Developer Tools, SaaS, Software",—,"San Francisco, California, United States, North America",www.thunderpod.com/,,"$150,000",Seed,1,—,1
Seed Round - Dataline,Seed,Seed,"$150,000","Mar 16, 2020",Dataline,"Dataline is an AI platform that provides access to ad-blocked customer data on marketing, customer support, and analytics tools.","Analytics, Artificial Intelligence, Information Technology",—,"San Francisco, California, United States, North America",dataline.io/,,"$150,000",Seed,1,—,1
Seed Round - Sequoia Applied Technologies,Seed,Seed,"$1,000,000","May 1, 2020",Sequoia Applied Technologies,Sequoia Applied Technologies provides software development services.,"Computer, Information Technology, Software",—,"Santa Clara, California, United States, North America",www.sequoiaat.com/,,"$1,750,000",Seed,2,—,—
Seed Round - Blaire Biomedical,Seed,Seed,"$80,000","May 1, 2020",Blaire Biomedical,Blaire Biomedical offers medical technologies to patients.,"Biotechnology, Health Care, Medical",—,"Angola, Indiana, United States, North America",www.blairebiomedical.com/,,"$80,000",Seed,1,—,1
